Date,Price
1467381600000,27.0
1467385200000,28.75
1467388800000,32.43
1467392400000,33.95
1467396000000,32.67
1467399600000,30.07
1467403200000,31.91
1467406800000,27.59
1467410400000,22.03
1467414000000,20.38
1467417600000,19.4
1467421200000,17.09
1467424800000,16.79
1467428400000,16.58
1467432000000,17.99
1467435600000,20.05
1467439200000,21.41
1467442800000,23.71
1467446400000,22.04
1467450000000,22.03
1467453600000,21.87
1467457200000,20.86
1467460800000,19.4
1467464400000,18.52
1467468000000,17.95
1467471600000,19.96
1467475200000,23.11
1467478800000,25.33
1467482400000,25.48
1467486000000,25.03
1467489600000,25.97
1467493200000,22.4
1467496800000,18.07
1467500400000,9.32
1467504000000,7.88
1467507600000,6.97
1467511200000,8.82
1467514800000,7.77
1467518400000,8.14
1467522000000,8.82
1467525600000,12.2
1467529200000,9.92
1467532800000,8.92
1467536400000,8.86
1467540000000,8.92
1467543600000,7.09
1467547200000,6.98
1467550800000,7.14
1467554400000,8.97
1467558000000,18.08
1467561600000,22.02
1467565200000,26.76
1467568800000,27.97
1467572400000,30.49
1467576000000,32.35
1467579600000,29.37
1467583200000,25.73
1467586800000,22.73
1467590400000,22.26
1467594000000,21.65
1467597600000,21.69
1467601200000,23.37
1467604800000,31.93
1467608400000,35.19
1467612000000,37.93
1467615600000,33.54
1467619200000,32.91
1467622800000,31.68
1467626400000,29.98
1467630000000,29.33
1467633600000,29.75
1467637200000,29.26
1467640800000,30.47
1467644400000,32.9
1467648000000,35.98
1467651600000,38.41
1467655200000,38.65
1467658800000,35.56
1467662400000,34.96
1467666000000,33.98
1467669600000,29.93
1467673200000,27.0
1467676800000,25.46
1467680400000,23.88
1467684000000,23.43
1467687600000,25.31
1467691200000,30.28
1467694800000,34.94
1467698400000,36.46
1467702000000,35.05
1467705600000,32.54
1467709200000,31.46
1467712800000,28.6
1467716400000,26.52
1467720000000,24.34
1467723600000,22.28
1467727200000,22.14
1467730800000,23.01
1467734400000,24.6
1467738000000,27.57
1467741600000,26.9
1467745200000,23.95
1467748800000,22.89
1467752400000,18.96
1467756000000,8.18
1467759600000,9.26
1467763200000,8.17
1467766800000,5.84
1467770400000,4.9
1467774000000,10.72
1467777600000,20.09
1467781200000,24.54
1467784800000,24.15
1467788400000,20.12
1467792000000,13.19
1467795600000,13.15
1467799200000,9.36
1467802800000,8.17
1467806400000,2.55
1467810000000,9.23
1467813600000,11.6
1467817200000,14.73
1467820800000,23.32
1467824400000,28.27
1467828000000,29.32
1467831600000,29.6
1467835200000,31.75
1467838800000,28.84
1467842400000,29.09
1467846000000,25.56
1467849600000,24.21
1467853200000,22.11
1467856800000,22.98
1467860400000,23.74
1467864000000,30.6
1467867600000,34.28
1467871200000,35.71
1467874800000,31.51
1467878400000,28.83
1467882000000,28.79
1467885600000,26.91
1467889200000,25.97
1467892800000,24.66
1467896400000,25.41
1467900000000,27.01
1467903600000,30.42
1467907200000,34.68
1467910800000,37.77
1467914400000,37.91
1467918000000,32.49
1467921600000,36.53
1467925200000,32.8
1467928800000,28.62
1467932400000,26.52
1467936000000,25.04
1467939600000,23.46
1467943200000,23.18
1467946800000,25.02
1467950400000,30.0
1467954000000,34.99
1467957600000,38.62
1467961200000,35.26
1467964800000,33.36
1467968400000,32.93
1467972000000,30.15
1467975600000,27.91
1467979200000,26.53
1467982800000,25.91
1467986400000,26.94
1467990000000,27.38
1467993600000,28.54
1467997200000,29.79
1468000800000,28.1
1468004400000,26.91
1468008000000,28.08
1468011600000,24.61
1468015200000,20.7
1468018800000,18.61
1468022400000,17.39
1468026000000,19.0
1468029600000,17.1
1468033200000,17.01
1468036800000,18.12
1468040400000,22.32
1468044000000,21.99
1468047600000,21.78
1468051200000,16.99
1468054800000,16.99
1468058400000,15.32
1468062000000,8.98
1468065600000,11.64
1468069200000,11.25
1468072800000,16.9
1468076400000,22.0
1468080000000,27.92
1468083600000,30.63
1468087200000,30.25
1468090800000,29.86
1468094400000,30.61
1468098000000,28.0
1468101600000,23.17
1468105200000,18.54
1468108800000,15.04
1468112400000,11.96
1468116000000,11.17
1468119600000,9.91
1468123200000,10.63
1468126800000,10.1
1468130400000,12.36
1468134000000,10.64
1468137600000,7.62
1468141200000,9.12
1468144800000,6.88
1468148400000,-0.08
1468152000000,-0.9
1468155600000,3.96
1468159200000,10.14
1468162800000,19.5
1468166400000,24.18
1468170000000,29.93
1468173600000,30.91
1468177200000,30.92
1468180800000,31.49
1468184400000,29.81
1468188000000,20.6
1468191600000,20.56
1468195200000,21.08
1468198800000,19.96
1468202400000,19.77
1468206000000,22.1
1468209600000,27.67
1468213200000,32.03
1468216800000,32.94
1468220400000,29.95
1468224000000,26.28
1468227600000,24.91
1468231200000,22.09
1468234800000,20.4
1468238400000,20.08
1468242000000,20.34
1468245600000,22.23
1468249200000,25.45
1468252800000,28.8
1468256400000,31.25
1468260000000,31.48
1468263600000,30.02
1468267200000,28.5
1468270800000,26.97
1468274400000,25.09
1468278000000,23.98
1468281600000,22.39
1468285200000,22.59
1468288800000,22.58
1468292400000,24.51
1468296000000,28.53
1468299600000,33.63
1468303200000,34.94
1468306800000,31.98
1468310400000,31.96
1468314000000,32.7
1468317600000,31.44
1468321200000,29.99
1468324800000,30.22
1468328400000,30.42
1468332000000,30.32
1468335600000,31.91
1468339200000,33.03
1468342800000,33.61
1468346400000,33.06
1468350000000,33.67
1468353600000,33.38
1468357200000,30.84
1468360800000,27.95
1468364400000,27.16
1468368000000,26.05
1468371600000,25.0
1468375200000,25.1
1468378800000,26.18
1468382400000,31.85
1468386000000,34.94
1468389600000,40.42
1468393200000,40.62
1468396800000,39.36
1468400400000,39.66
1468404000000,36.03
1468407600000,36.05
1468411200000,35.36
1468414800000,32.87
1468418400000,31.94
1468422000000,32.94
1468425600000,34.22
1468429200000,35.06
1468432800000,33.01
1468436400000,30.81
1468440000000,31.4
1468443600000,27.86
1468447200000,23.46
1468450800000,23.24
1468454400000,22.1
1468458000000,21.83
1468461600000,21.06
1468465200000,22.05
1468468800000,24.06
1468472400000,29.42
1468476000000,32.05
1468479600000,31.02
1468483200000,29.8
1468486800000,30.43
1468490400000,27.58
1468494000000,25.06
1468497600000,22.54
1468501200000,20.65
1468504800000,20.66
1468508400000,22.09
1468512000000,25.74
1468515600000,28.95
1468519200000,27.93
1468522800000,25.65
1468526400000,25.56
1468530000000,21.85
1468533600000,18.92
1468537200000,19.87
1468540800000,17.02
1468544400000,13.16
1468548000000,15.06
1468551600000,18.88
1468555200000,23.44
1468558800000,29.08
1468562400000,30.08
1468566000000,31.82
1468569600000,29.94
1468573200000,29.73
1468576800000,27.39
1468580400000,23.8
1468584000000,22.93
1468587600000,22.02
1468591200000,22.82
1468594800000,27.71
1468598400000,31.92
1468602000000,34.67
1468605600000,32.73
1468609200000,32.25
1468612800000,34.94
1468616400000,33.78
1468620000000,27.53
1468623600000,23.82
1468627200000,23.0
1468630800000,22.0
1468634400000,21.91
1468638000000,21.79
1468641600000,22.01
1468645200000,22.47
1468648800000,23.34
1468652400000,22.96
1468656000000,21.99
1468659600000,21.93
1468663200000,22.89
1468666800000,21.98
1468670400000,21.93
1468674000000,22.21
1468677600000,23.36
1468681200000,25.38
1468684800000,30.3
1468688400000,31.92
1468692000000,30.61
1468695600000,30.99
1468699200000,32.16
1468702800000,27.78
1468706400000,24.53
1468710000000,21.04
1468713600000,21.03
1468717200000,20.17
1468720800000,19.57
1468724400000,19.4
1468728000000,19.01
1468731600000,20.96
1468735200000,21.13
1468738800000,22.3
1468742400000,20.77
1468746000000,21.99
1468749600000,21.03
1468753200000,16.19
1468756800000,13.06
1468760400000,13.06
1468764000000,13.02
1468767600000,20.03
1468771200000,22.4
1468774800000,27.37
1468778400000,28.07
1468782000000,30.09
1468785600000,30.57
1468789200000,29.0
1468792800000,26.03
1468796400000,24.05
1468800000000,23.31
1468803600000,22.58
1468807200000,23.02
1468810800000,23.81
1468814400000,28.82
1468818000000,33.09
1468821600000,35.39
1468825200000,32.98
1468828800000,30.53
1468832400000,30.22
1468836000000,27.17
1468839600000,27.92
1468843200000,26.4
1468846800000,26.51
1468850400000,26.76
1468854000000,29.95
1468857600000,33.0
1468861200000,39.39
1468864800000,40.0
1468868400000,38.61
1468872000000,35.9
1468875600000,30.45
1468879200000,27.59
1468882800000,27.09
1468886400000,26.41
1468890000000,25.89
1468893600000,25.61
1468897200000,26.14
1468900800000,31.0
1468904400000,36.99
1468908000000,40.01
1468911600000,35.7
1468915200000,32.99
1468918800000,32.91
1468922400000,31.38
1468926000000,30.91
1468929600000,30.08
1468933200000,31.28
1468936800000,32.4
1468940400000,35.25
1468944000000,39.91
1468947600000,44.0
1468951200000,37.03
1468954800000,37.0
1468958400000,32.92
1468962000000,27.91
1468965600000,28.01
1468969200000,26.32
1468972800000,25.1
1468976400000,24.79
1468980000000,24.83
1468983600000,25.85
1468987200000,29.35
1468990800000,33.52
1468994400000,36.79
1468998000000,34.1
1469001600000,32.39
1469005200000,31.43
1469008800000,28.02
1469012400000,26.63
1469016000000,25.93
1469019600000,26.43
1469023200000,28.08
1469026800000,31.66
1469030400000,33.3
1469034000000,34.48
1469037600000,33.41
1469041200000,31.96
1469044800000,28.94
1469048400000,25.35
1469052000000,26.43
1469055600000,26.46
1469059200000,25.9
1469062800000,25.52
1469066400000,25.55
1469070000000,27.49
1469073600000,32.84
1469077200000,36.61
1469080800000,39.16
1469084400000,36.04
1469088000000,37.02
1469091600000,36.01
1469095200000,35.04
1469098800000,34.24
1469102400000,32.94
1469106000000,33.0
1469109600000,33.31
1469113200000,34.37
1469116800000,34.76
1469120400000,38.38
1469124000000,35.95
1469127600000,35.7
1469131200000,32.92
1469134800000,31.01
1469138400000,29.26
1469142000000,27.24
1469145600000,27.1
1469149200000,26.56
1469152800000,26.5
1469156400000,28.06
1469160000000,32.36
1469163600000,35.99
1469167200000,36.81
1469170800000,36.0
1469174400000,35.16
1469178000000,34.41
1469181600000,32.15
1469185200000,30.78
1469188800000,30.68
1469192400000,31.19
1469196000000,31.62
1469199600000,32.93
1469203200000,34.91
1469206800000,35.96
1469210400000,33.26
1469214000000,31.97
1469217600000,31.96
1469221200000,29.0
1469224800000,31.8
1469228400000,30.83
1469232000000,29.1
1469235600000,27.02
1469239200000,25.77
1469242800000,25.65
1469246400000,26.22
1469250000000,30.32
1469253600000,31.96
1469257200000,32.53
1469260800000,32.26
1469264400000,31.97
1469268000000,29.02
1469271600000,25.25
1469275200000,24.52
1469278800000,24.97
1469282400000,27.72
1469286000000,30.57
1469289600000,31.86
1469293200000,33.62
1469296800000,32.9
1469300400000,32.38
1469304000000,32.14
1469307600000,29.07
1469311200000,30.11
1469314800000,28.11
1469318400000,25.99
1469322000000,24.93
1469325600000,24.25
1469329200000,23.98
1469332800000,23.92
1469336400000,24.79
1469340000000,25.67
1469343600000,25.95
1469347200000,24.87
1469350800000,25.13
1469354400000,23.47
1469358000000,23.82
1469361600000,23.3
1469365200000,23.48
1469368800000,24.76
1469372400000,26.42
1469376000000,29.91
1469379600000,31.94
1469383200000,32.95
1469386800000,33.22
1469390400000,35.93
1469394000000,33.3
1469397600000,29.8
1469401200000,27.32
1469404800000,26.32
1469408400000,25.93
1469412000000,25.92
1469415600000,27.8
1469419200000,35.0
1469422800000,38.08
1469426400000,39.52
1469430000000,37.94
1469433600000,36.47
1469437200000,36.05
1469440800000,33.64
1469444400000,32.95
1469448000000,32.35
1469451600000,32.6
1469455200000,33.32
1469458800000,35.18
1469462400000,35.99
1469466000000,36.59
1469469600000,36.47
1469473200000,36.08
1469476800000,35.47
1469480400000,30.4
1469484000000,27.98
1469487600000,27.5
1469491200000,26.38
1469494800000,25.88
1469498400000,25.91
1469502000000,26.53
1469505600000,30.97
1469509200000,35.9
1469512800000,39.16
1469516400000,37.45
1469520000000,36.46
1469523600000,37.01
1469527200000,33.13
1469530800000,32.91
1469534400000,31.8
1469538000000,32.92
1469541600000,32.26
1469545200000,34.07
1469548800000,37.13
1469552400000,39.3
1469556000000,37.28
1469559600000,36.54
1469563200000,35.81
1469566800000,30.2
1469570400000,28.12
1469574000000,27.61
1469577600000,26.53
1469581200000,25.87
1469584800000,26.0
1469588400000,26.63
1469592000000,31.53
1469595600000,36.43
1469599200000,39.11
1469602800000,40.67
1469606400000,40.92
1469610000000,41.25
1469613600000,37.09
1469617200000,36.53
1469620800000,33.19
1469624400000,32.6
1469628000000,32.7
1469631600000,33.15
1469635200000,35.97
1469638800000,36.61
1469642400000,36.37
1469646000000,35.56
1469649600000,34.04
1469653200000,29.94
1469656800000,26.9
1469660400000,26.39
1469664000000,25.8
1469667600000,25.29
1469671200000,25.26
1469674800000,26.39
1469678400000,29.92
1469682000000,34.91
1469685600000,36.94
1469689200000,35.79
1469692800000,33.93
1469696400000,33.75
1469700000000,33.81
1469703600000,31.79
1469707200000,30.97
1469710800000,31.43
1469714400000,31.43
1469718000000,32.98
1469721600000,34.97
1469725200000,36.72
1469728800000,35.5
1469732400000,34.04
1469736000000,33.93
1469739600000,29.92
1469743200000,28.21
1469746800000,27.04
1469750400000,26.03
1469754000000,24.58
1469757600000,24.84
1469761200000,25.95
1469764800000,29.68
1469768400000,33.99
1469772000000,36.13
1469775600000,36.09
1469779200000,33.75
1469782800000,33.21
1469786400000,31.67
1469790000000,29.5
1469793600000,27.94
1469797200000,27.37
1469800800000,28.09
1469804400000,29.11
1469808000000,31.5
1469811600000,34.13
1469815200000,32.98
1469818800000,30.86
1469822400000,29.81
1469826000000,28.87
1469829600000,31.07
1469833200000,26.51
1469836800000,25.59
1469840400000,24.56
1469844000000,24.17
1469847600000,24.39
1469851200000,24.72
1469854800000,25.46
1469858400000,26.74
1469862000000,28.97
1469865600000,28.38
1469869200000,27.93
1469872800000,26.33
1469876400000,24.79
1469880000000,23.99
1469883600000,24.04
1469887200000,25.04
1469890800000,26.1
1469894400000,30.51
1469898000000,31.92
1469901600000,32.55
1469905200000,32.09
1469908800000,36.02
1469912400000,32.96
1469916000000,28.08
1469919600000,25.36
1469923200000,23.8
1469926800000,22.56
1469930400000,22.14
1469934000000,21.65
1469937600000,20.98
1469941200000,21.99
1469944800000,23.8
1469948400000,25.12
1469952000000,25.28
1469955600000,26.77
1469959200000,26.34
1469962800000,25.56
1469966400000,24.35
1469970000000,23.32
1469973600000,22.78
1469977200000,25.25
1469980800000,25.09
1469984400000,28.23
1469988000000,28.92
1469991600000,30.19
1469995200000,31.39
1469998800000,27.78
1470002400000,24.91
1470006000000,23.79
1470009600000,22.55
1470013200000,22.14
1470016800000,22.42
1470020400000,23.93
1470024000000,29.06
1470027600000,32.17
1470031200000,35.0
1470034800000,33.21
1470038400000,30.13
1470042000000,29.8
1470045600000,27.92
1470049200000,25.93
1470052800000,27.03
1470056400000,27.01
1470060000000,28.48
1470063600000,32.05
1470067200000,35.97
1470070800000,37.15
1470074400000,38.33
1470078000000,36.95
1470081600000,35.99
1470085200000,31.63
1470088800000,27.56
1470092400000,25.79
1470096000000,25.35
1470099600000,24.7
1470103200000,24.27
1470106800000,25.9
1470110400000,30.43
1470114000000,34.87
1470117600000,36.87
1470121200000,36.92
1470124800000,36.97
1470128400000,38.09
1470132000000,37.83
1470135600000,36.85
1470139200000,35.98
1470142800000,35.73
1470146400000,34.92
1470150000000,35.94
1470153600000,35.92
1470157200000,34.95
1470160800000,32.83
1470164400000,32.4
1470168000000,31.19
1470171600000,28.98
1470175200000,26.03
1470178800000,24.53
1470182400000,23.74
1470186000000,22.69
1470189600000,22.48
1470193200000,23.66
1470196800000,27.06
1470200400000,31.82
1470204000000,33.95
1470207600000,34.97
1470211200000,35.02
1470214800000,34.95
1470218400000,33.57
1470222000000,30.04
1470225600000,28.13
1470229200000,28.38
1470232800000,28.45
1470236400000,29.95
1470240000000,32.52
1470243600000,33.0
1470247200000,31.25
1470250800000,30.33
1470254400000,28.99
1470258000000,26.91
1470261600000,23.55
1470265200000,22.43
1470268800000,20.05
1470272400000,19.42
1470276000000,19.83
1470279600000,22.42
1470283200000,25.49
1470286800000,30.01
1470290400000,33.05
1470294000000,32.03
1470297600000,29.01
1470301200000,27.98
1470304800000,25.45
1470308400000,23.58
1470312000000,23.97
1470315600000,27.02
1470319200000,29.29
1470322800000,32.98
1470326400000,34.58
1470330000000,34.9
1470333600000,34.58
1470337200000,34.46
1470340800000,33.91
1470344400000,29.37
1470348000000,28.13
1470351600000,26.83
1470355200000,25.12
1470358800000,23.95
1470362400000,24.07
1470366000000,26.24
1470369600000,30.45
1470373200000,34.01
1470376800000,37.19
1470380400000,38.69
1470384000000,38.54
1470387600000,38.0
1470391200000,36.0
1470394800000,33.96
1470398400000,31.39
1470402000000,28.23
1470405600000,28.46
1470409200000,31.29
1470412800000,33.89
1470416400000,34.4
1470420000000,34.15
1470423600000,33.02
1470427200000,32.3
1470430800000,28.84
1470434400000,29.58
1470438000000,26.68
1470441600000,25.34
1470445200000,23.77
1470448800000,22.4
1470452400000,22.01
1470456000000,22.97
1470459600000,25.02
1470463200000,26.36
1470466800000,26.47
1470470400000,24.94
1470474000000,23.71
1470477600000,22.07
1470481200000,19.81
1470484800000,18.38
1470488400000,17.83
1470492000000,17.18
1470495600000,22.03
1470499200000,26.32
1470502800000,28.96
1470506400000,28.92
1470510000000,30.32
1470513600000,30.44
1470517200000,28.12
1470520800000,24.6
1470524400000,20.05
1470528000000,17.99
1470531600000,12.86
1470535200000,12.38
1470538800000,12.35
1470542400000,12.51
1470546000000,11.93
1470549600000,12.25
1470553200000,12.79
1470556800000,9.95
1470560400000,8.83
1470564000000,5.93
1470567600000,0.02
1470571200000,0.04
1470574800000,2.35
1470578400000,5.67
1470582000000,12.84
1470585600000,24.7
1470589200000,27.77
1470592800000,30.48
1470596400000,32.37
1470600000000,32.65
1470603600000,26.33
1470607200000,20.62
1470610800000,16.44
1470614400000,12.91
1470618000000,8.16
1470621600000,8.12
1470625200000,8.94
1470628800000,17.85
1470632400000,23.71
1470636000000,26.29
1470639600000,24.02
1470643200000,20.26
1470646800000,18.73
1470650400000,14.28
1470654000000,13.41
1470657600000,12.89
1470661200000,17.92
1470664800000,20.82
1470668400000,26.52
1470672000000,31.29
1470675600000,34.39
1470679200000,33.23
1470682800000,34.0
1470686400000,33.93
1470690000000,31.75
1470693600000,23.88
1470697200000,23.06
1470700800000,22.6
1470704400000,20.32
1470708000000,19.94
1470711600000,22.97
1470715200000,28.33
1470718800000,32.86
1470722400000,34.83
1470726000000,35.03
1470729600000,34.6
1470733200000,34.26
1470736800000,33.6
1470740400000,32.78
1470744000000,30.22
1470747600000,27.84
1470751200000,25.97
1470754800000,28.12
1470758400000,30.35
1470762000000,32.02
1470765600000,30.91
1470769200000,30.47
1470772800000,29.1
1470776400000,26.45
1470780000000,23.35
1470783600000,23.11
1470787200000,22.0
1470790800000,19.99
1470794400000,20.19
1470798000000,23.18
1470801600000,27.59
1470805200000,32.21
1470808800000,33.95
1470812400000,33.5
1470816000000,32.01
1470819600000,31.87
1470823200000,29.66
1470826800000,26.91
1470830400000,25.43
1470834000000,24.51
1470837600000,24.31
1470841200000,27.33
1470844800000,31.48
1470848400000,33.68
1470852000000,33.72
1470855600000,33.93
1470859200000,32.93
1470862800000,28.65
1470866400000,24.23
1470870000000,23.01
1470873600000,22.72
1470877200000,20.49
1470880800000,21.48
1470884400000,22.77
1470888000000,27.97
1470891600000,34.09
1470895200000,35.67
1470898800000,33.07
1470902400000,30.86
1470906000000,30.48
1470909600000,28.57
1470913200000,27.17
1470916800000,24.99
1470920400000,25.62
1470924000000,25.69
1470927600000,31.4
1470931200000,34.37
1470934800000,34.95
1470938400000,35.11
1470942000000,34.82
1470945600000,33.87
1470949200000,28.82
1470952800000,24.07
1470956400000,22.97
1470960000000,21.05
1470963600000,19.9
1470967200000,20.05
1470970800000,22.98
1470974400000,27.93
1470978000000,32.55
1470981600000,33.8
1470985200000,34.04
1470988800000,34.91
1470992400000,35.25
1470996000000,34.95
1470999600000,32.1
1471003200000,29.5
1471006800000,27.12
1471010400000,24.2
1471014000000,26.9
1471017600000,28.09
1471021200000,29.06
1471024800000,29.13
1471028400000,28.99
1471032000000,28.34
1471035600000,24.7
1471039200000,21.7
1471042800000,19.97
1471046400000,18.09
1471050000000,16.89
1471053600000,16.1
1471057200000,14.46
1471060800000,16.08
1471064400000,18.05
1471068000000,20.06
1471071600000,20.06
1471075200000,18.06
1471078800000,15.85
1471082400000,13.64
1471086000000,9.07
1471089600000,9.11
1471093200000,10.54
1471096800000,12.52
1471100400000,18.77
1471104000000,24.72
1471107600000,26.88
1471111200000,27.7
1471114800000,29.08
1471118400000,28.31
1471122000000,25.73
1471125600000,23.44
1471129200000,21.18
1471132800000,19.61
1471136400000,19.03
1471140000000,18.05
1471143600000,18.08
1471147200000,18.06
1471150800000,19.14
1471154400000,19.9
1471158000000,18.99
1471161600000,19.74
1471165200000,20.46
1471168800000,19.1
1471172400000,17.41
1471176000000,15.99
1471179600000,16.57
1471183200000,16.89
1471186800000,20.13
1471190400000,26.75
1471194000000,29.57
1471197600000,31.56
1471201200000,32.3
1471204800000,31.56
1471208400000,28.5
1471212000000,25.15
1471215600000,22.94
1471219200000,21.61
1471222800000,21.01
1471226400000,21.5
1471230000000,23.29
1471233600000,27.21
1471237200000,30.82
1471240800000,32.0
1471244400000,30.59
1471248000000,28.65
1471251600000,28.32
1471255200000,27.02
1471258800000,25.0
1471262400000,23.9
1471266000000,24.1
1471269600000,25.54
1471273200000,30.62
1471276800000,33.98
1471280400000,35.88
1471284000000,34.32
1471287600000,34.47
1471291200000,33.22
1471294800000,30.42
1471298400000,26.26
1471302000000,23.99
1471305600000,22.94
1471309200000,22.03
1471312800000,22.1
1471316400000,24.1
1471320000000,28.71
1471323600000,33.63
1471327200000,34.14
1471330800000,33.9
1471334400000,31.73
1471338000000,30.13
1471341600000,29.09
1471345200000,28.93
1471348800000,28.94
1471352400000,29.29
1471356000000,30.58
1471359600000,33.12
1471363200000,34.33
1471366800000,35.79
1471370400000,34.81
1471374000000,34.36
1471377600000,31.25
1471381200000,27.74
1471384800000,25.03
1471388400000,24.01
1471392000000,23.51
1471395600000,21.9
1471399200000,22.56
1471402800000,25.05
1471406400000,29.74
1471410000000,34.75
1471413600000,36.1
1471417200000,33.0
1471420800000,28.54
1471424400000,28.03
1471428000000,27.79
1471431600000,27.72
1471435200000,27.05
1471438800000,28.41
1471442400000,30.47
1471446000000,35.08
1471449600000,35.67
1471453200000,37.07
1471456800000,36.45
1471460400000,35.48
1471464000000,32.42
1471467600000,28.82
1471471200000,25.16
1471474800000,24.12
1471478400000,23.34
1471482000000,21.83
1471485600000,22.49
1471489200000,25.05
1471492800000,30.26
1471496400000,33.79
1471500000000,35.67
1471503600000,35.33
1471507200000,33.38
1471510800000,30.84
1471514400000,29.15
1471518000000,29.44
1471521600000,29.08
1471525200000,29.51
1471528800000,32.78
1471532400000,35.01
1471536000000,36.05
1471539600000,37.34
1471543200000,36.85
1471546800000,36.01
1471550400000,32.74
1471554000000,28.92
1471557600000,27.71
1471561200000,26.62
1471564800000,25.0
1471568400000,23.91
1471572000000,24.96
1471575600000,26.08
1471579200000,32.25
1471582800000,36.25
1471586400000,37.27
1471590000000,36.45
1471593600000,34.48
1471597200000,31.56
1471600800000,26.95
1471604400000,26.01
1471608000000,25.78
1471611600000,27.48
1471615200000,31.76
1471618800000,34.09
1471622400000,36.09
1471626000000,36.46
1471629600000,34.99
1471633200000,34.32
1471636800000,32.22
1471640400000,28.87
1471644000000,26.54
1471647600000,25.04
1471651200000,23.31
1471654800000,22.81
1471658400000,22.32
1471662000000,22.02
1471665600000,22.44
1471669200000,23.08
1471672800000,26.94
1471676400000,29.03
1471680000000,25.79
1471683600000,24.22
1471687200000,23.12
1471690800000,22.09
1471694400000,21.71
1471698000000,22.0
1471701600000,20.95
1471705200000,22.73
1471708800000,26.99
1471712400000,29.34
1471716000000,30.0
1471719600000,30.38
1471723200000,29.11
1471726800000,25.03
1471730400000,18.51
1471734000000,15.01
1471737600000,12.13
1471741200000,9.72
1471744800000,9.83
1471748400000,9.74
1471752000000,9.62
1471755600000,9.13
1471759200000,11.34
1471762800000,11.55
1471766400000,11.59
1471770000000,11.6
1471773600000,11.45
1471777200000,9.09
1471780800000,7.19
1471784400000,7.88
1471788000000,8.94
1471791600000,10.86
1471795200000,22.04
1471798800000,28.13
1471802400000,30.74
1471806000000,31.9
1471809600000,30.59
1471813200000,23.54
1471816800000,20.68
1471820400000,19.04
1471824000000,18.78
1471827600000,17.5
1471831200000,18.07
1471834800000,20.81
1471838400000,26.82
1471842000000,31.42
1471845600000,34.41
1471849200000,35.0
1471852800000,31.66
1471856400000,29.06
1471860000000,27.25
1471863600000,27.19
1471867200000,27.3
1471870800000,27.81
1471874400000,28.49
1471878000000,32.9
1471881600000,36.59
1471885200000,37.71
1471888800000,37.64
1471892400000,35.02
1471896000000,30.99
1471899600000,27.92
1471903200000,23.68
1471906800000,22.35
1471910400000,21.62
1471914000000,20.29
1471917600000,22.01
1471921200000,23.52
1471924800000,30.56
1471928400000,35.24
1471932000000,37.31
1471935600000,37.95
1471939200000,34.94
1471942800000,32.36
1471946400000,28.78
1471950000000,28.07
1471953600000,27.95
1471957200000,30.2
1471960800000,34.63
1471964400000,37.96
1471968000000,40.2
1471971600000,41.6
1471975200000,42.0
1471978800000,38.92
1471982400000,33.38
1471986000000,27.57
1471989600000,26.19
1471993200000,23.9
1471996800000,22.82
1472000400000,22.24
1472004000000,22.25
1472007600000,24.23
1472011200000,30.85
1472014800000,34.9
1472018400000,36.02
1472022000000,34.93
1472025600000,29.96
1472029200000,27.56
1472032800000,26.83
1472036400000,26.24
1472040000000,26.0
1472043600000,30.48
1472047200000,32.97
1472050800000,34.95
1472054400000,37.69
1472058000000,38.44
1472061600000,37.99
1472065200000,34.01
1472068800000,28.61
1472072400000,24.49
1472076000000,21.96
1472079600000,21.86
1472083200000,20.97
1472086800000,21.16
1472090400000,21.45
1472094000000,23.3
1472097600000,30.33
1472101200000,34.2
1472104800000,35.7
1472108400000,34.91
1472112000000,29.26
1472115600000,27.78
1472119200000,26.81
1472122800000,25.42
1472126400000,24.98
1472130000000,27.26
1472133600000,30.17
1472137200000,34.0
1472140800000,36.65
1472144400000,38.78
1472148000000,37.96
1472151600000,34.16
1472155200000,27.98
1472158800000,24.26
1472162400000,22.1
1472166000000,20.34
1472169600000,20.31
1472173200000,20.23
1472176800000,21.25
1472180400000,23.1
1472184000000,29.0
1472187600000,34.47
1472191200000,35.9
1472194800000,34.92
1472198400000,32.55
1472202000000,28.87
1472205600000,26.67
1472209200000,25.13
1472212800000,24.49
1472216400000,26.68
1472220000000,29.73
1472223600000,34.92
1472227200000,38.45
1472230800000,41.99
1472234400000,39.01
1472238000000,37.06
1472241600000,32.09
1472245200000,27.22
1472248800000,25.93
1472252400000,24.05
1472256000000,23.0
1472259600000,23.07
1472263200000,23.28
1472266800000,23.18
1472270400000,25.28
1472274000000,26.84
1472277600000,29.5
1472281200000,29.56
1472284800000,25.14
1472288400000,23.02
1472292000000,21.93
1472295600000,20.03
1472299200000,19.96
1472302800000,20.76
1472306400000,23.03
1472310000000,28.41
1472313600000,34.94
1472317200000,35.36
1472320800000,34.95
1472324400000,33.61
1472328000000,29.92
1472331600000,24.73
1472335200000,23.14
1472338800000,20.98
1472342400000,21.01
1472346000000,21.29
1472349600000,19.85
1472353200000,19.83
1472356800000,20.48
1472360400000,20.18
1472364000000,22.07
1472367600000,23.19
1472371200000,20.07
1472374800000,20.09
1472378400000,13.38
1472382000000,10.05
1472385600000,8.99
1472389200000,13.51
1472392800000,18.15
1472396400000,22.26
1472400000000,29.01
1472403600000,32.95
1472407200000,33.92
1472410800000,33.25
1472414400000,29.97
